month,day,year,Tair_max,RH_avg,Tsurf_avg,Dsnow_avg,WS_avg,WD_avg,WD_sd1_avg,Rnet_wc_avg,Rnet_nwc_avg,Rnet_raw_avg,Rsolar_avg,PARdown_incoming_avg,PARup_outgoing_avg,Rsolar_umol_avg,BP_avg,G_1_avg,G_3_avg,SoilT3_5_avg,SoilT3_15_avg,SoilT3_30_avg,SoilT4_5_avg,SoilT4_15_avg,SoilT4_30_avg,SWC_1_avg,SWC_2_avg,SWC_3_avg,SWC_4_avg,P2_SWC_5_avg,P2_SWC_15_avg,P2_SWC_30_avg,P3_SWC_5_avg,P3_SWC_15_avg,P3_SWC_30_avg,total_PPT
1,1,2015,-19.15,82.87083333333334,-20.212291666666665,0.1405625,2.4706041666666665,80.27416666666666,21.812854166666668,-7.4301875,-7.372479166666667,-0.6870416666666667,0.06335416666666667,0.31214583333333334,0.0015624999999999999,-5.257395833333333,1028.375,-5.3380624999999995,-2.8636041666666667,-11.449791666666668,-10.938541666666666,-10.484166666666667,-10.519791666666666,-9.846458333333333,-9.218958333333333,0.058125,0.066,0.05252083333333333,0.061,0.038,0.066,0.058,0.042,0.058,0.065,0.0
1,1,2016,-14.8,85.325,-16.680416666666666,0.13183333333333333,2.5980833333333333,86.58716666666668,10.506645833333334,-0.240625,-0.2403125,-0.021708333333333333,0.0099375,0.06308333333333334,0.0002916666666666667,93.63333333333333,999.875,-1.3768125,-0.9737291666666666,-13.091875,-12.918958333333334,-12.634166666666667,-12.899166666666666,-12.442083333333334,-11.965208333333335,0.057,0.065,0.04900000000000001,0.058,0.0388125,0.06020833333333333,0.055,0.041,0.05529166666666666,0.063,0.0
1,1,2017,0.073,92.03333333333335,-1.2637916666666666,0.838,0.20002083333333334,187.32708333333335,7.7996875,-10.826833333333333,-10.7436875,-1.0008541666666666,0.21320833333333333,0.08916666666666667,0.0003333333333333333,88.35291666666666,1010.5416666666666,1.9206874999999999,2.8304375,-6.819687500000001,-6.9894375,-6.9621458333333335,-4.766375,-5.349270833333333,-5.338458333333333,0.06670833333333333,0.06306250000000001,0.064,0.055,0.05239583333333333,0.067,0.06,0.043770833333333335,0.0591875,0.06645833333333334,0.0
1,2,2015,-20.45,81.50833333333334,-22.249375,0.14014583333333333,0.20000000000000004,162.74583333333334,12.973500000000001,-3.9066041666666664,-3.8760208333333335,-0.36122916666666666,0.07054166666666667,0.37464583333333334,0.0016875,-5.425270833333333,1033.2291666666667,-5.11425,-3.5064375,-12.158541666666666,-11.520000000000001,-11.0025,-11.520625,-10.558333333333334,-9.727916666666667,0.058,0.066,0.052,0.06020833333333333,0.038,0.065125,0.058,0.041875,0.057458333333333333,0.065,0.0
1,2,2016,-12.82,87.03333333333335,-14.695208333333333,0.12645833333333334,2.5033749999999997,37.9443125,9.880895833333334,-0.09122916666666665,-0.0909375,-0.0083125,0.0037916666666666667,0.047375,0.0003125,95.17083333333333,994.9583333333334,-1.0179583333333333,-0.68825,-12.596874999999999,-12.460625,-12.24375,-12.34625,-11.93125,-11.545416666666666,0.057,0.06506250000000001,0.04900000000000001,0.058,0.039,0.061,0.055,0.041,0.056,0.063,0.0
1,2,2017,-0.735,90.12291666666665,-4.894125,0.838,0.20000000000000004,183.70000000000002,14.190916666666666,-18.7333125,-18.58695833333333,-1.732,0.06702083333333334,0.15316666666666667,0.000625,93.95625,1015.625,0.5733125,0.8061250000000001,-6.758937499999999,-6.792770833333333,-6.781375,-5.282666666666667,-5.2631875,-5.216958333333333,0.06797916666666667,0.06397916666666667,0.064,0.055,0.053,0.06775,0.06,0.044000000000000004,0.06,0.067,0.0
1,3,2015,-23.64,78.25416666666666,-25.921041666666667,0.13647916666666668,0.20000000000000004,159.19791666666666,21.968041666666668,-4.304729166666667,-4.2716666666666665,-0.3978333333333333,0.05489583333333333,0.3174166666666667,0.001979166666666667,-6.625583333333334,1033.2916666666667,-6.4875,-4.5610625,-13.187291666666667,-12.357291666666667,-11.717708333333334,-12.681458333333333,-11.452291666666667,-10.400208333333333,0.05785416666666667,0.06529166666666668,0.051125,0.05977083333333333,0.03727083333333333,0.06489583333333333,0.05783333333333334,0.041,0.057,0.065,0.0
1,3,2016,-12.65,87.96041666666667,-13.670416666666666,0.12204166666666666,2.8064583333333335,48.3358125,11.673791666666666,0.001520833333333333,-0.003020833333333334,0.0015625000000000003,0.0204375,0.10029166666666667,0.00047916666666666664,94.75833333333333,997.9166666666666,-0.4265625,-0.35739583333333336,-12.036666666666667,-11.933124999999999,-11.795,-11.553958333333334,-11.29875,-11.040833333333333,0.057791666666666665,0.066,0.049958333333333334,0.058,0.039,0.061,0.055,0.041,0.056,0.06302083333333333,0.0
1,3,2017,-6.451,86.01666666666667,-11.461020833333334,0.838,0.20000000000000004,206.4375,29.112291666666668,-23.951916666666666,-23.765312499999997,-2.2144999999999997,0.02764583333333333,0.16764583333333336,0.0006666666666666666,93.35000000000001,1025.6041666666667,-0.7730625,-1.2097083333333334,-7.057520833333334,-6.910687500000001,-6.799625,-5.628791666666667,-5.4190625,-5.3121875,0.068,0.064,0.064,0.055,0.053,0.068,0.06,0.044000000000000004,0.06,0.067,0.0
1,4,2015,-23.43,78.90833333333333,-24.738333333333333,0.13439583333333335,0.20000000000000004,153.35833333333332,21.84,-3.890333333333333,-3.86075,-0.35952083333333335,0.10502083333333333,0.31068749999999995,0.001958333333333333,-6.210645833333333,1027.6041666666667,-5.9171458333333335,-4.035208333333333,-13.547291666666666,-12.796666666666667,-12.131666666666668,-13.020833333333334,-11.901666666666666,-10.844583333333333,0.057,0.065,0.05027083333333334,0.059,0.037,0.064,0.057,0.041,0.057,0.06456250000000001,0.0
